browser,run,samples,wallSeconds,avgCpuPercent,peakCpuPercent,cpuSecondsApprox,avgRssMB,peakRssMB,avgProcessCount,peakProcessCount,batteryPercentDelta,batteryCapacityDelta,wasRunningBefore
andromeda,1,18,37.63,0.27,2.30,0.10,391.88,417.14,4.72,5,0,0,false
