browser,run,phase,elapsedSec,processCount,cpuPercent,rssMB,batteryPercent,batterySource,pids
zen,1,idle,81.74,14,1.60,3321.77,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,83.83,14,1.90,3320.78,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,85.92,14,1.20,3320.75,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,88.02,14,0.20,3320.69,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,90.11,14,0.60,3320.67,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,92.21,14,1.40,3320.67,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,94.30,14,0.20,3320.67,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,96.39,14,0.30,3320.66,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,98.49,14,1.30,3316.67,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,100.56,14,82.50,3397.48,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,102.66,14,1.60,3412.86,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,104.75,14,1.50,3412.86,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,106.85,14,0.20,3412.83,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,108.94,14,0.70,3410.80,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,111.04,14,1.40,3410.77,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,113.13,14,0.20,3410.78,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,115.22,14,0.60,3410.77,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,117.32,14,1.50,3410.75,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,119.41,14,0.20,3410.80,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,121.51,14,1.10,3410.80,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,123.61,14,2.10,3406.72,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,125.70,14,0.40,3406.61,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,127.80,14,1.20,3406.61,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,129.89,14,1.90,3406.69,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,131.99,14,0.30,3386.20,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,134.08,14,1.20,3386.20,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,136.17,14,1.90,3386.22,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,138.27,14,0.40,3386.20,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,140.36,14,2.30,3318.03,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,142.46,14,2.00,3318.05,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,144.55,14,0.30,3318.03,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,146.65,14,1.10,3302.52,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,148.74,14,1.70,3302.53,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,150.84,14,0.50,3302.53,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,152.93,14,1.20,3302.53,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,155.03,14,1.90,3302.53,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,157.12,14,0.40,3301.66,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,159.22,14,0.90,3301.66,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,161.31,14,0.10,3301.67,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,163.41,14,0.40,3301.66,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,165.50,14,1.10,3301.66,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,1,idle,167.60,14,0.20,3301.67,26,battery,"24903 24965 24966 25036 25037 25039 25042 25099 26021 26022 26023 26334 27942 29545"
zen,2,launch,0.23,0,0.00,0.00,26,battery,""
zen,2,launch,2.32,8,40.80,1559.33,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980"
zen,2,launch,4.41,8,2.90,1559.86,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980"
zen,2,launch,6.50,8,3.40,1563.81,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980"
zen,2,launch,8.59,8,1.90,1563.84,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980"
zen,2,navigate,10.69,11,28.50,2252.06,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094"
zen,2,navigate,12.78,12,0.20,2464.72,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166"
zen,2,navigate,14.88,12,0.40,2458.81,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166"
zen,2,navigate,16.97,12,1.40,2459.31,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166"
zen,2,navigate,19.07,12,0.20,2461.06,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166"
zen,2,navigate,21.17,12,0.00,2460.98,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166"
zen,2,navigate,23.24,12,162.40,2634.83,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166"
zen,2,navigate,25.32,13,49.60,2953.94,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976"
zen,2,navigate,27.42,13,45.50,2953.94,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976"
zen,2,navigate,29.51,13,10.70,2954.11,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976"
zen,2,navigate,31.61,13,9.40,2950.41,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976"
zen,2,navigate,33.70,13,6.80,2947.50,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976"
zen,2,navigate,35.80,13,117.60,3036.56,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976"
zen,2,navigate,37.89,14,1.10,3248.94,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,navigate,39.99,14,0.10,3249.06,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,navigate,42.08,14,0.10,3248.94,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,navigate,44.18,14,2.70,3248.28,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,navigate,46.27,14,0.10,3247.52,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,48.37,14,0.80,3247.47,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,50.47,14,5.80,3248.41,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,52.56,14,0.20,3248.53,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,54.66,14,0.10,3248.56,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,56.76,14,11.70,3248.84,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,58.85,14,0.10,3248.86,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,60.94,14,0.30,3248.73,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,63.04,14,0.20,3248.75,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,65.13,14,0.10,3248.72,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,67.22,14,0.10,3248.59,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,69.32,14,0.10,3248.61,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,71.41,14,0.10,3248.58,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,73.51,14,1.60,3248.58,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,75.60,14,0.10,3244.55,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,77.70,14,4.20,3232.38,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,79.79,14,0.10,3232.38,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,81.89,14,3.20,3232.42,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,83.98,14,0.10,3232.38,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,86.08,14,0.10,3232.31,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,88.17,14,0.10,3232.31,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,90.27,14,0.10,3232.31,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,92.37,14,0.10,3232.31,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,94.46,14,0.10,3232.31,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,96.56,14,1.00,3228.34,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,98.65,14,0.20,3228.34,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,100.75,14,0.10,3228.34,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,102.84,14,0.10,3228.33,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,104.94,14,0.10,3228.33,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,107.01,14,0.10,3225.19,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,109.11,14,0.20,3223.17,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,111.17,14,0.20,3223.17,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,113.27,14,0.10,3223.30,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,115.37,14,11.40,3167.27,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,117.47,14,0.50,3166.05,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,119.56,14,0.10,3166.05,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,121.64,14,39.60,3165.67,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,123.72,14,0.40,3165.63,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,125.81,14,0.20,3165.63,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,127.89,14,0.10,3165.53,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,129.97,14,0.20,3165.53,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,132.05,14,0.10,3142.17,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,134.14,14,0.10,3078.52,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,136.23,14,1.10,3061.11,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,138.31,14,0.10,3061.11,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,140.40,14,0.10,3061.11,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,142.48,14,0.90,3061.05,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,144.56,14,0.10,3053.66,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,146.64,14,0.10,3053.66,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,148.72,14,0.10,3053.66,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,150.81,14,0.30,3053.67,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,152.89,14,0.10,3053.67,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,154.97,14,0.10,3053.67,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,157.05,14,0.10,3053.25,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,159.14,14,0.10,3053.25,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,161.22,14,0.10,3053.23,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,163.30,14,0.20,3053.23,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,2,idle,165.38,14,0.10,3053.23,26,battery,"46888 46970 46971 46973 46974 46976 46979 46980 48092 48093 48094 48166 49976 51592"
zen,3,launch,0.23,0,0.00,0.00,25,battery,""
zen,3,launch,2.32,8,42.40,1560.55,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839"
zen,3,launch,4.42,8,3.10,1561.95,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839"
zen,3,launch,6.51,8,3.70,1565.95,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839"
zen,3,launch,8.61,8,3.00,1565.92,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839"
zen,3,navigate,10.71,12,15.60,2467.09,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939"
zen,3,navigate,12.80,12,0.10,2468.73,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939"
zen,3,navigate,14.90,12,0.40,2463.02,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939"
zen,3,navigate,16.99,12,2.70,2463.31,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939"
zen,3,navigate,19.09,12,0.20,2465.03,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939"
zen,3,navigate,21.28,12,0.00,2465.03,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939"
zen,3,navigate,23.37,12,23.60,2468.47,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939"
zen,3,navigate,25.47,13,48.10,2942.70,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832"
zen,3,navigate,27.56,13,47.10,2945.67,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832"
zen,3,navigate,29.65,13,38.40,2945.84,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832"
zen,3,navigate,31.74,13,17.50,2938.81,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832"
zen,3,navigate,33.84,13,7.80,2936.25,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832"
zen,3,navigate,35.93,13,130.40,3028.41,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832"
zen,3,navigate,38.02,14,2.40,3240.64,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,navigate,40.12,14,3.20,3240.91,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,navigate,42.21,14,1.50,3240.58,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,navigate,44.31,14,4.00,3240.33,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,navigate,46.40,14,1.00,3239.55,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,48.50,14,1.90,3239.58,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,50.59,14,4.00,3241.08,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,52.68,14,0.40,3240.97,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,54.77,14,1.20,3240.83,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,56.87,14,13.30,3241.31,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,58.97,14,0.40,3241.36,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,61.06,14,2.30,3241.38,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,63.16,14,0.40,3241.45,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,65.26,14,0.50,3241.45,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,67.35,14,2.10,3241.34,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,69.45,14,0.20,3241.36,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,71.55,14,0.80,3241.30,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,73.64,14,16.80,3227.14,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,75.74,14,0.30,3223.13,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,77.83,14,10.70,3223.11,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,79.93,14,2.20,3223.09,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,82.01,14,0.20,3223.11,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,84.11,14,0.50,3223.06,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,86.21,14,2.20,3223.05,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,88.30,14,0.20,3223.05,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,90.40,14,0.50,3223.03,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,92.49,14,1.50,3223.03,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,94.59,14,0.10,3223.05,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,96.69,14,14.30,3219.05,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,98.78,14,1.40,3219.05,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,100.88,14,0.20,3219.06,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,102.97,14,1.00,3219.05,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,105.07,14,1.60,3218.94,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,107.17,14,0.10,3218.89,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,109.26,14,0.80,3215.98,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,111.35,14,1.60,3215.98,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,113.45,14,0.10,3216.00,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,115.54,14,0.90,3215.98,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,117.63,14,1.30,3215.98,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,119.73,14,0.60,3216.00,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,121.82,14,8.40,3211.94,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,123.92,14,1.60,3211.84,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,126.01,14,0.60,3211.83,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,128.10,14,1.00,3211.83,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,130.20,14,1.40,3211.84,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,132.29,14,0.40,3211.83,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,134.39,14,1.00,3211.83,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,136.49,14,1.40,3211.84,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,138.58,14,2.60,3211.83,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,140.68,14,0.80,3211.81,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,142.77,14,1.30,3211.83,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,144.87,14,0.20,3196.33,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,146.96,14,0.80,3196.36,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,149.05,14,1.10,3196.38,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,151.14,14,0.10,3196.36,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,153.23,14,0.90,3196.36,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,155.32,14,1.20,3196.38,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
zen,3,idle,157.42,14,0.40,3195.50,25,battery,"68748 68830 68831 68832 68833 68835 68838 68839 69936 69937 69938 69939 71832 73485"
