browser,run,samples,wallSeconds,avgCpuPercent,peakCpuPercent,cpuSecondsApprox,avgRssMB,peakRssMB,avgProcessCount,peakProcessCount,batteryPercentDelta,batteryCapacityDelta,wasRunningBefore
andromeda,1,13,27.88,0.08,0.60,0.02,337.27,365.44,3.69,4,0,0,false
